Name,Value,Timestamp,Step
n_users,28579,1787164804484,1
mean_ndcg_at_k,0.6823693380773503,1787164804484,1
top_one_accuracy,0.010777144056824941,1787164804484,1
mean_ndcg_at_k_binary,0.028180213956036898,1787164804484,1
